,Unnamed: 0,longitude,latitude,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
5256,2369,-119.57,36.71,0.0,1.0,0.0,0.0,0.0,84800.0,-1.4784179161857198,-0.44590081807209897,-0.4092785472554302,-0.4118904244092674,-0.31411751210035405,-0.643513687929551
5257,224,-122.21,37.8,0.0,0.0,0.0,1.0,0.0,187100.0,1.855550823397217,0.39515676666636446,0.41597917726132716,0.38681996699095644,0.5312326835529447,-0.1996587718172986
5258,13808,-117.06,34.9,0.0,1.0,0.0,0.0,0.0,59600.0,0.5854674940322887,0.08303496695944812,0.8965980225054614,0.28234001308887313,0.6090256463431256,-1.284760704661997
5259,12992,-121.26,38.69,0.0,1.0,0.0,0.0,0.0,137000.0,-0.9227564595885636,0.5749316961647041,0.24483197871097692,0.32292313567893854,0.16301265967942197,0.7365935652158652
5260,18148,-122.04,37.34,1.0,0.0,0.0,0.0,0.0,447300.0,-0.28771479490609947,-0.29367933254209777,-0.5780812636338579,-0.6312119805343018,-0.5656480917886055,2.0683695975779046
5261,11463,-117.99,33.67,1.0,0.0,0.0,0.0,0.0,350000.0,-1.3196575000151036,-0.1879825146963403,-0.12794068662471747,-0.2702812306907412,-0.03406284605570291,0.09212446709786053
5262,10675,-117.77,33.54,1.0,0.0,0.0,0.0,0.0,500001.0,-0.049574170650175414,0.343211749349005,-0.08574000753011057,-0.25991958236987345,-0.09111101876850221,1.773522740296149
5263,18733,-122.39,40.53,0.0,1.0,0.0,0.0,0.0,80800.0,-0.049574170650175414,-0.5497908527068178,-0.5382250667111735,-0.6415736288551696,-0.5604618942692601,-0.9186054888473911
5264,8838,-118.38,34.08,1.0,0.0,0.0,0.0,0.0,335300.0,0.10918624552044062,0.8491110484398101,1.8250129625868134,0.41013367571290893,1.9237267174971822,-0.5151058215640999
5265,14185,-117.08,32.7,0.0,0.0,0.0,0.0,1.0,98900.0,0.6648477021175967,-0.21147069643984195,-0.27095409911199647,-0.11571997657113033,-0.3270830058987175,-0.5224479414426674
5266,16440,-121.3,38.14,0.0,1.0,0.0,0.0,0.0,120700.0,-0.9227564595885636,0.3897364170332487,0.3808119446824881,0.3730044358964661,0.5390119798319628,-0.34428268712318305
5267,5129,-118.27,33.98,1.0,0.0,0.0,0.0,0.0,99200.0,1.2998893668000608,-0.4282846817644727,-0.25688720608046084,0.0578376328034048,-0.18705567287639194,-1.3521603087271208
5268,11474,-117.99,33.71,1.0,0.0,0.0,0.0,0.0,216700.0,-0.9227564595885636,-0.47164747882939884,-0.1771748122350922,0.3177423115185047,-0.17927637659737386,-0.5691945320364247
5269,6904,-118.14,34.04,1.0,0.0,0.0,0.0,0.0,243200.0,0.6648477021175967,-0.6843962019291927,-0.7539174265280534,-0.7995887657484031,-0.7756890913220938,-0.6599938419015876
5270,11779,-121.28,38.77,0.0,1.0,0.0,0.0,0.0,201400.0,-1.7959387485269518,0.5306655074942587,0.03851754758178756,0.2616167164471376,0.22265393115189394,1.0604919759739673
5271,8621,-118.38,33.86,1.0,0.0,0.0,0.0,0.0,329300.0,-1.0815168757591795,-0.39124562593818163,-0.5218136915077153,-0.4550639590795498,-0.4437724500839888,2.012432151884358
5272,11319,-117.98,33.77,1.0,0.0,0.0,0.0,0.0,169800.0,-1.7165585404416437,-0.17714181543010876,0.08540719102023968,0.1217344641154227,0.12670927704400423,-0.12190625051333139
5273,12762,-121.4,38.63,0.0,1.0,0.0,0.0,0.0,98700.0,0.18856645360574864,-0.4987492269949777,-0.19124170526662784,-0.30741047050718406,-0.14815919148130152,-1.0601129647803584
5274,15835,-122.43,37.75,0.0,0.0,0.0,1.0,0.0,383700.0,1.855550823397217,0.03470351606416585,0.11119649491138835,-0.33849541546978734,0.04632321549415065,-0.05788719085272806
5275,3187,-119.82,36.32,0.0,1.0,0.0,0.0,0.0,87500.0,-0.8433762515032556,-0.7688633170452468,-0.7984625877945829,-0.8729837746878831,-0.8482958565929293,-0.9490832094943945
5276,4071,-118.46,34.14,1.0,0.0,0.0,0.0,0.0,500001.0,0.42670707786167267,1.1833659424819492,0.5566481075766836,0.2616167164471376,0.6531083252575615,2.613271098781522
5277,1919,-120.92,38.86,0.0,1.0,0.0,0.0,0.0,128600.0,-1.3990377081004117,-0.41744398249824116,-0.44210129766234674,-0.5051452592970773,-0.4541448451226796,-0.34935350372996343
5278,11865,-121.19,40.23,0.0,1.0,0.0,0.0,0.0,193800.0,-1.4784179161857198,-0.484294961306669,-0.7070277830896012,-1.0258180874206826,-1.029812769770018,1.046494409299
5279,10327,-117.77,33.85,1.0,0.0,0.0,0.0,0.0,353100.0,-1.2402772919297957,1.251572008698656,0.6879391092043495,0.5405177504171617,0.5519774736303262,1.850852693549551
5280,281,-122.18,37.8,0.0,0.0,0.0,1.0,0.0,285800.0,-0.4464752110767155,-0.14778158825073168,-0.4632016372096502,-0.4144808364894843,-0.4489586476033342,1.525792220652395
5281,1070,-121.84,39.75,0.0,1.0,0.0,0.0,0.0,74500.0,0.029806037435132604,0.7759363283927472,1.2177920800588584,0.5336099848699165,1.293603718896717,-1.128093599915009
5282,17499,-119.78,34.44,0.0,0.0,0.0,0.0,1.0,353400.0,-0.049574170650175414,0.09929601585879543,-0.09042897187395578,-0.06132132288657454,-0.04962143861373908,0.512843782441677
5283,5540,-118.43,33.96,1.0,0.0,0.0,0.0,0.0,283200.0,-1.0021366676738717,5.531841435649074,8.089469325964016,4.1748658989615315,8.022695000247362,0.6561999935958663
5284,4459,-118.18,34.1,1.0,0.0,0.0,0.0,0.0,200400.0,-1.4784179161857198,-0.3329768673821871,-0.3178437425504486,-0.44383884006527635,-0.3426415984567537,0.533972184969929
5285,16605,-120.67,35.63,1.0,0.0,0.0,0.0,0.0,256700.0,-1.6371783323563358,0.020700946178616782,-0.2897099564873773,-0.30222964634675015,-0.3115244133406813,0.22185285862132717
5286,10796,-117.91,33.62,1.0,0.0,0.0,0.0,0.0,500001.0,0.5060872859469807,-0.09854674574993012,-0.4092785472554302,-0.430023308970786,-0.29596582078264516,2.8277243844432784
5287,8043,-118.16,33.84,1.0,0.0,0.0,0.0,0.0,214600.0,0.5854674940322887,0.08439005436772706,0.09244063753600751,0.023298805067178904,0.17597815347778542,0.0002687371062851853
5288,19993,-119.36,36.2,0.0,1.0,0.0,0.0,0.0,51500.0,0.3473268697763647,-0.31129546884972403,-0.3178437425504486,-0.019874729603103467,-0.2700348331859182,-0.8525792309466038
5289,2103,-119.77,36.74,0.0,1.0,0.0,0.0,0.0,70100.0,1.776170615311909,-0.5375950660323073,-0.6999943365738334,-0.6096252131991606,-0.646034153338459,-0.29135603878991195
5290,7244,-118.1,34.0,1.0,0.0,0.0,0.0,0.0,169300.0,0.26794666169105663,-0.23586226978886293,0.1346413166306144,0.4265396188876162,0.09818519068760456,-0.5984573695380537
5291,7000,-118.04,33.96,1.0,0.0,0.0,0.0,0.0,148800.0,1.0617487425441368,-0.5484357652985389,-0.45851267286580494,-0.14335103876011104,-0.46711033892104303,-0.2866549692273758
5292,14477,-117.21,32.85,0.0,0.0,0.0,0.0,1.0,277800.0,-1.0815168757591795,-0.023113546689069012,-0.02947243540396802,-0.4611082539333893,-0.11704200636522916,0.18086375771651872
5293,8686,-118.32,33.86,1.0,0.0,0.0,0.0,0.0,291700.0,0.26794666169105663,0.3797991093725364,0.3386112655878812,0.2417568904988077,0.3834260542516011,0.4184526441467115
5294,3853,-118.45,34.18,1.0,0.0,0.0,0.0,0.0,225000.0,0.3473268697763647,-0.256188580913047,-0.11152931142125924,-0.3574917707247116,-0.13260059892326534,-0.1384920464980092
5295,10422,-117.6,33.41,0.0,0.0,0.0,0.0,1.0,309200.0,0.029806037435132604,-0.20379186779292796,-0.33894408209775206,-0.4429753693718707,-0.29596582078264516,0.361036210276187
5296,17777,-121.85,37.38,1.0,0.0,0.0,0.0,0.0,286500.0,-1.3196575000151036,4.668650756575388,4.769682570521607,5.832729630300374,5.22214833980085,0.7275611731350374
5297,20410,-118.86,34.19,1.0,0.0,0.0,0.0,0.0,243500.0,-0.20833458682079145,0.22170557840665986,-0.12559620445279487,0.03366045338804667,-0.11185580884588377,1.231156647395922
5298,13123,-121.26,38.27,0.0,1.0,0.0,0.0,0.0,144600.0,-0.6846158353326396,-0.600832478418658,-0.714061229605369,-0.6243042149870567,-0.731606412407658,0.2896750307370159
5299,2466,-119.84,36.54,0.0,1.0,0.0,0.0,0.0,78200.0,-0.7639960434179476,-0.6026392616296966,-0.6859274435422977,-0.6329389219211131,-0.7367926099270034,-0.7535398440954229
5300,6011,-117.77,34.06,0.0,1.0,0.0,0.0,0.0,108000.0,-0.12895437873548343,-0.21056730483432268,0.22373163916367345,0.8151014309201575,0.23302632619058472,-0.9969918622272058
5301,3926,-118.54,34.19,1.0,0.0,0.0,0.0,0.0,239200.0,-0.5258554191620235,0.33237105008277346,0.601193268843213,0.659676706107141,0.6116187451027982,-0.6814919914740838
5302,20340,-119.03,34.23,1.0,0.0,0.0,0.0,0.0,250800.0,-0.6052356272473315,0.2890082530178473,-0.10918482924933663,0.34278296162726846,0.05150941301349605,0.7464710933978229
5303,8165,-118.13,33.8,1.0,0.0,0.0,0.0,0.0,233600.0,0.5854674940322887,-0.7309208696134364,-0.8242518916857315,-0.8030426485220257,-0.8431096590735839,0.25338699939474335
5304,1406,-122.05,37.95,0.0,0.0,0.0,1.0,0.0,169400.0,0.42670707786167267,-0.5583730729592511,-0.6015260853530839,-0.6018539769585098,-0.6019514744240232,0.16422514072552016
5305,3707,-118.39,34.2,1.0,0.0,0.0,0.0,0.0,181300.0,-0.7639960434179476,-0.2855488080924241,0.4652133028717019,1.7683730764399923,0.5960601525447621,-0.8666296186278915
5306,7683,-118.11,33.92,1.0,0.0,0.0,0.0,0.0,151300.0,0.26794666169105663,-0.7354378276410329,-0.8054960343103507,-0.6096252131991606,-0.8405165603139112,0.23025139862630742
5307,15747,-122.44,37.78,0.0,0.0,0.0,1.0,0.0,475000.0,1.855550823397217,0.12052571858849885,0.5144474284820766,0.22535094732410038,0.45343972076276384,-0.6824427695878552
5308,3291,-122.66,39.02,0.0,1.0,0.0,0.0,0.0,109400.0,-1.0021366676738717,0.4836891440072553,0.6480829122816651,-0.4248424848103521,0.022985326657096395,-1.1195365968910669
5309,14013,-117.18,32.74,0.0,0.0,0.0,0.0,1.0,274000.0,0.8236081182882128,0.22035049099838092,0.4792801959032375,-0.20293051660510072,0.4897431033981816,-0.7053142653246879
5310,17646,-121.91,37.26,1.0,0.0,0.0,0.0,0.0,261100.0,0.26794666169105663,0.5112425879755939,0.20263129961637,0.30651719250423126,0.2874814001437113,0.8469366474196608
5311,10618,-117.82,33.68,1.0,0.0,0.0,0.0,0.0,360600.0,-1.9546991646975678,-0.5863782127303493,-0.7515729443561308,-0.7184225205682722,-0.731606412407658,2.605823336890313
5312,14821,-117.11,32.67,0.0,0.0,0.0,0.0,1.0,47500.0,1.855550823397217,-1.1022148194818666,-1.077455966253373,-1.024954616727277,-1.1516884114746346,-1.0923337786359426
5313,6244,-117.99,34.05,1.0,0.0,0.0,0.0,0.0,151100.0,0.5060872859469807,-0.3849218846995466,-0.5077467984761797,0.005165920505660308,-0.5060068203161335,-0.03823777650145382
5314,8474,-118.32,33.91,1.0,0.0,0.0,0.0,0.0,181300.0,0.42670707786167267,0.179246172947253,0.33626678341595856,0.4187683826469654,0.3600881654145468,0.3519509971890387
5315,248,-122.22,37.78,0.0,0.0,0.0,1.0,0.0,102300.0,1.696790407226601,-0.3921490175437009,-0.14200757965625313,0.32119619429212726,-0.1585315865199923,-1.1285161679655742
5316,4111,-118.4,34.13,1.0,0.0,0.0,0.0,0.0,500001.0,0.26794666169105663,2.537549959155372,1.459273743766887,1.102637171824238,1.617741063855804,3.5355258691397182
5317,13869,-117.31,34.41,0.0,1.0,0.0,0.0,0.0,103400.0,-1.1608970838444876,0.16930886528654077,0.25655438957058996,0.17613311779997848,0.20968843735353046,-1.233524328530986
5318,919,-121.96,37.51,1.0,0.0,0.0,0.0,0.0,223500.0,-0.5258554191620235,1.4304435465914762,1.3865947964372862,1.5369629306072787,1.516610212228569,0.2887242526232449
5319,6440,-118.03,34.1,0.0,1.0,0.0,0.0,0.0,233600.0,0.7442279102029048,-0.15500872109488603,-0.27564306345584166,-0.30741047050718406,-0.2674417344262455,0.2955381624386062
5320,2611,-123.88,40.93,1.0,0.0,0.0,0.0,0.0,106300.0,-0.049574170650175414,-0.6198037021345632,-0.6437267644476908,-0.7909540588143466,-0.7290133136479853,-0.3037161542689394
5321,16273,-121.24,37.93,0.0,1.0,0.0,0.0,0.0,65000.0,-0.6052356272473315,-0.6591012369746525,-0.6953053722299882,-0.4101634830224561,-0.6641858446561679,-0.9374625881038559
5322,7960,-118.18,33.88,1.0,0.0,0.0,0.0,0.0,161000.0,1.0617487425441368,-0.14371632602589485,-0.07167311449857493,0.34278296162726846,-0.0003525621799578645,-0.3659392997146413
5323,9435,-120.02,37.57,0.0,1.0,0.0,0.0,0.0,113100.0,-0.9227564595885636,-0.23857244460542082,-0.2545427239085382,-0.4542004883861441,-0.47229653644038844,-0.6049543533154913
5324,10210,-117.92,33.88,1.0,0.0,0.0,0.0,0.0,318700.0,0.26794666169105663,-0.4571932131410901,-0.67889399702653,-0.7425996999836303,-0.6901168322528949,0.8105429740647467
5325,10817,-117.95,33.63,1.0,0.0,0.0,0.0,0.0,271600.0,-0.9227564595885636,1.8523274263689868,2.375966272988626,1.0819138751825026,2.680911555321609,0.06740423613980569
5326,4118,-118.22,34.14,1.0,0.0,0.0,0.0,0.0,247700.0,1.855550823397217,-0.5674069890144441,-0.6155929783846196,-0.6044443890387268,-0.6797444372142041,-0.06533495274393686
5327,17906,-121.96,37.36,1.0,0.0,0.0,0.0,0.0,264500.0,-1.0021366676738717,1.0821860826637881,1.8554912308218074,1.4808373355359117,1.8018510757925654,0.22164157459604467
5328,1345,-121.9,38.0,0.0,1.0,0.0,0.0,0.0,162200.0,-1.1608970838444876,-0.3225878639187152,-0.3999006185677398,-0.38425936222028667,-0.46451724016137036,0.12957456057918706
5329,2003,-119.79,36.74,0.0,1.0,0.0,0.0,0.0,39600.0,0.5060872859469807,-0.8090642434908555,-0.5569809240865544,-0.1787533371897426,-0.5500894992305693,-1.4857446337119935
5330,16175,-122.39,37.74,0.0,0.0,0.0,1.0,0.0,225000.0,1.855550823397217,-1.1374470920971191,-1.1946800748495032,-1.2071469330358686,-1.2294813742648156,3.3606355172121134
5331,3749,-118.38,34.18,1.0,0.0,0.0,0.0,0.0,190800.0,0.9029883263735208,-0.25528518930752775,0.08071822667639447,-0.03369026069759382,0.06447490681185952,-0.4531996021563217
5332,2625,-124.1,40.73,0.0,0.0,0.0,0.0,1.0,111800.0,0.3473268697763647,-0.9034686662676217,-0.9485094467976297,-0.9506961370943914,-0.9857300908555822,0.05377641650908328
5333,14612,-117.18,32.79,0.0,0.0,0.0,0.0,1.0,140400.0,0.10918624552044062,1.1549091069080912,1.3373606708269115,1.3176413744822444,1.4595620395157698,-0.3158649857226843
5334,6810,-118.1,34.1,1.0,0.0,0.0,0.0,0.0,210900.0,0.42670707786167267,-0.02988898373046372,0.26124335391443515,0.16663494017251637,0.3004468939420748,-0.805040325258037
5335,7542,-118.21,33.9,1.0,0.0,0.0,0.0,0.0,104600.0,0.5060872859469807,-0.10125692056648801,0.10650753056754314,0.49648074505347367,0.10077828944727726,-0.9414769845842238
5336,11738,-121.07,38.9,0.0,1.0,0.0,0.0,0.0,122200.0,1.855550823397217,-0.616190135712486,-0.5921481566653936,-0.787500176040724,-0.6097307707030413,-1.1232868883398317
5337,4138,-118.17,34.12,1.0,0.0,0.0,0.0,0.0,169200.0,0.5060872859469807,-0.03440594175806019,0.3245443725563455,0.22535094732410038,0.2693297088260025,-0.501108254889133
5338,8302,-118.13,33.76,0.0,0.0,0.0,0.0,1.0,406900.0,1.220509158714753,-0.0506669906574075,0.2049757817882926,-0.40930001232905044,0.12670927704400423,0.03756036756864996
5339,1064,-121.85,39.75,0.0,1.0,0.0,0.0,0.0,78100.0,0.8236081182882128,-0.937797547277355,-0.9531984111414749,-1.0085486735525697,-0.9649853007782005,-1.0852557637889781
5340,14945,-116.98,32.74,1.0,0.0,0.0,0.0,0.0,162300.0,-1.0021366676738717,0.3237888298303402,0.008039279346793679,0.27543224754162793,0.19931604231483968,0.6579959078107678
5341,17675,-121.85,37.33,1.0,0.0,0.0,0.0,0.0,172800.0,-0.7639960434179476,-0.1879825146963403,0.05961788712909102,1.2174787740471893,0.1293023758036769,-0.6677057088243994
5342,13929,-114.61,34.83,0.0,1.0,0.0,0.0,0.0,70400.0,0.18856645360574864,-0.07505856400642846,-0.16310791920355658,-0.07686379536787619,-0.05740073489275717,-0.3444411501421448
5343,3957,-118.59,34.21,1.0,0.0,0.0,0.0,0.0,183500.0,-0.9227564595885636,0.04193064890832021,0.7840628782531763,1.2856929588262354,0.7360874855670877,-0.6784283731074874
5344,2583,-124.09,40.87,0.0,0.0,0.0,0.0,1.0,87500.0,1.220509158714753,-0.8817872677351587,-0.767984319559589,-0.8954340127164299,-0.7523512024850396,-1.429595903993164
5345,9216,-120.25,37.11,0.0,1.0,0.0,0.0,0.0,50500.0,-0.6846158353326396,-0.26296401795444174,-0.15841895485971136,-0.1295355076656207,-0.11704200636522916,-1.2318868773350464
5346,19434,-121.03,37.65,0.0,1.0,0.0,0.0,0.0,150000.0,0.6648477021175967,-1.024974837209967,-1.1149676810041347,-1.1354788654832,-1.2035503866680886,0.06354830267839978
5347,4340,-118.29,34.08,1.0,0.0,0.0,0.0,0.0,212500.0,-0.4464752110767155,-0.35239978690085194,0.9458321481158362,1.174305239376907,0.9253836950231944,-1.0641273612607263
5348,6615,-118.1,34.17,0.0,1.0,0.0,0.0,0.0,268100.0,1.538029991055985,-0.6925267263788664,-0.714061229605369,-0.8755741867681001,-0.7756890913220938,-0.3078361927619485
5349,9131,-118.02,34.57,0.0,1.0,0.0,0.0,0.0,151300.0,-1.9546991646975678,3.618458015159208,2.7487389383243204,3.4158751594579675,2.665352962763573,0.6438398781168391
5350,15780,-122.41,37.77,0.0,0.0,0.0,1.0,0.0,275000.0,1.855550823397217,-1.031298578448602,-1.072767001909528,-1.0940322721997289,-1.15687460899398,-0.33535593705499656
5351,7765,-118.11,33.91,1.0,0.0,0.0,0.0,0.0,186700.0,0.029806037435132604,-0.7928031945915082,-0.8617636064364932,-0.7236033447287061,-0.876819942949329,0.5793454293993499
5352,12204,-117.16,33.57,1.0,0.0,0.0,0.0,0.0,187300.0,-2.113459580868184,8.016168350827135,6.356897000913211,4.919177636677199,5.7433611904950626,0.04236707914382733
5353,16387,-121.27,38.02,0.0,1.0,0.0,0.0,0.0,155000.0,0.26794666169105663,-1.0398807987010352,-1.1149676810041347,-1.1199363930018982,-1.164653905272998,-0.4658766436732729
5354,1912,-120.16,39.01,0.0,1.0,0.0,0.0,0.0,206300.0,-1.0021366676738717,-0.5335298038074705,-0.6320043535880778,-1.1924679312479727,-1.2320744730244881,0.5867931912905586
5355,2702,-115.57,32.85,0.0,1.0,0.0,0.0,0.0,63500.0,-0.9227564595885636,-0.725048824177561,-0.6507602109634587,-0.6104886838925663,-0.6615927458964952,-1.1213853321122889
5356,17600,-121.9,37.3,1.0,0.0,0.0,0.0,0.0,296600.0,1.855550823397217,-0.5366916744267881,-0.6202819427284648,-0.7365554051297908,-0.5812066843466417,0.6190140051461428
5357,15076,-116.99,32.81,1.0,0.0,0.0,0.0,0.0,201000.0,-0.28771479490609947,0.809361817796961,0.5261698393416897,0.48525562603920025,0.614211843862471,0.19781930074544077
5358,861,-121.98,37.58,1.0,0.0,0.0,0.0,0.0,216900.0,-0.6846158353326396,0.6693361189414704,1.1662134722765611,0.5560602228984634,1.2287762499048998,-0.09554856835933731
5359,3207,-119.63,36.34,0.0,1.0,0.0,0.0,0.0,71400.0,-0.20833458682079145,-0.5335298038074705,-0.6390378001038456,-0.63552933400133,-0.731606412407658,-0.16400459255087352
5360,7486,-118.21,33.92,1.0,0.0,0.0,0.0,0.0,117300.0,0.5060872859469807,-0.4404804684389832,-0.2076530804700861,0.375594847976683,-0.23113835179082776,-0.43439532390617747
5361,15909,-122.42,37.74,0.0,0.0,0.0,1.0,0.0,281300.0,1.855550823397217,-0.4382219894251849,-0.4397568154904241,-0.6053078597321324,-0.4308069562856253,0.011783716484182626
5362,18587,-121.8,36.94,1.0,0.0,0.0,0.0,0.0,190100.0,0.029806037435132604,-0.12067984008515284,-0.13497413314048531,0.20203723860214792,-0.005538759699303256,-0.5507600008305249
5363,15927,-122.42,37.73,0.0,0.0,0.0,1.0,0.0,229400.0,1.379269574885369,-0.3727260980250361,-0.2873654743154547,0.08546869499238552,-0.24669694434886394,0.07876075249874137
5364,5907,-118.44,34.29,1.0,0.0,0.0,0.0,0.0,193800.0,0.5060872859469807,-0.017241501253193594,-0.20296411612624088,0.10360157955390412,-0.2518831418682093,0.4343517670492211
5365,480,-122.28,37.86,0.0,0.0,0.0,1.0,0.0,153100.0,0.9823685344588288,-0.19430625593497536,0.03851754758178756,-0.1917053975908273,0.17338505471811275,-0.8343559837659865
5366,8226,-118.2,33.78,0.0,0.0,0.0,0.0,1.0,168800.0,1.538029991055985,-0.3966659755712974,-0.08574000753011057,0.40840673432609764,-0.09111101876850221,-0.9913928355572189
5367,6272,-117.94,34.03,1.0,0.0,0.0,0.0,0.0,149000.0,0.5060872859469807,-0.5172687549081232,-0.5733922992900127,-0.27891593762479766,-0.6045445731836959,-0.018007331080652597
5368,9756,-121.43,36.5,1.0,0.0,0.0,0.0,0.0,129800.0,-1.1608970838444876,-0.3654989651808817,-0.15372999051586614,0.3730044358964661,-0.10407651256686569,-0.7797390632304552
5369,8964,-118.39,33.99,1.0,0.0,0.0,0.0,0.0,314900.0,1.1411289506294449,-0.9179229319559304,-0.934442553766094,-0.8919801299428073,-0.9312750169024555,0.6698278132265889
5370,1802,-122.36,37.92,0.0,0.0,0.0,1.0,0.0,104200.0,1.855550823397217,-1.0972461656515105,-1.154823877926819,-1.130298041322766,-1.1879917941100524,-1.305308076120722
5371,3137,-117.65,35.0,0.0,1.0,0.0,0.0,0.0,39800.0,0.5854674940322887,-0.6595529327774121,-0.5100912806481023,-0.6588430427232825,-0.6745582396948587,-1.0318009053925008
5372,12474,-121.47,38.58,0.0,1.0,0.0,0.0,0.0,109300.0,1.855550823397217,-0.27515980462895223,-0.11856275793702706,-0.45851784185317235,-0.10926271008621108,-0.6161524066554648
5373,12931,-121.24,38.64,0.0,1.0,0.0,0.0,0.0,249400.0,-1.2402772919297957,0.8342050869487417,0.3644005694790298,0.19167559028128014,0.4301018319257096,0.7368048492411476
5374,5259,-118.51,34.11,1.0,0.0,0.0,0.0,0.0,500001.0,0.029806037435132604,2.8767735070278673,1.3678389390619052,1.2813756053592071,1.4517827432367516,5.3258938783774665
5375,423,-122.26,37.88,0.0,0.0,0.0,1.0,0.0,391800.0,1.855550823397217,-0.0420847704049742,-0.2732985812839191,-0.4671525487872288,-0.2518831418682093,1.2562994464045416
5376,5345,-118.42,34.04,1.0,0.0,0.0,0.0,0.0,409800.0,1.379269574885369,-0.5132034926832864,-0.6038705675250066,-0.6873375756056689,-0.5915790793853325,0.5603826881302438
5377,11406,-117.95,33.71,1.0,0.0,0.0,0.0,0.0,290900.0,-1.0021366676738717,1.5420124098731092,2.7698392778716237,1.597405879145674,2.5771876049347013,-0.2381124644187171
5378,7609,-118.26,33.88,1.0,0.0,0.0,0.0,0.0,136500.0,0.5854674940322887,-0.646905450300142,-0.7304726048088273,-0.5699055613025008,-0.7186409186092946,0.8953206892093576
5379,13794,-117.5,34.66,0.0,1.0,0.0,0.0,0.0,84900.0,-0.6846158353326396,-0.5985739994048598,-0.5265026558515605,-0.8194485916967329,-0.79124768388013,-0.9749126815851824
5380,15809,-122.43,37.76,0.0,0.0,0.0,1.0,0.0,427300.0,1.855550823397217,0.5089841089617956,1.1333907218696446,0.12087099342201706,1.0887489168825744,-0.15771889279871845
5381,19616,-121.31,37.44,0.0,1.0,0.0,0.0,0.0,112500.0,0.3473268697763647,-1.163193752854419,-1.185302146161813,-1.1985122261018122,-1.2631916581405607,-1.7579312792821988
5382,13713,-117.17,34.12,0.0,1.0,0.0,0.0,0.0,164400.0,-2.113459580868184,0.5523469060267218,0.09244063753600751,-0.13817021459967715,-0.17668327783770116,0.8185717670254825
5383,19597,-120.92,37.59,0.0,1.0,0.0,0.0,0.0,180500.0,-0.20833458682079145,-0.4242194195396359,-0.5968371210092387,-0.684747163525452,-0.6875237334932222,-0.6364884940889072
5384,1840,-122.29,37.91,0.0,0.0,0.0,1.0,0.0,263200.0,0.7442279102029048,-0.024016938294588307,-0.25688720608046084,-0.4576543711597667,-0.3193037096196994,0.6893187645589014
5385,14782,-117.09,32.57,0.0,0.0,0.0,0.0,1.0,138900.0,-0.9227564595885636,-0.9938078268195512,-1.0563556267060696,-0.9308363111460615,-1.0738954486844539,0.6780678902126073
5386,782,-122.13,37.66,0.0,0.0,0.0,1.0,0.0,163000.0,-0.7639960434179476,-0.8049989812660187,-0.8594191242645707,-0.8876627764757791,-0.824957967755875,0.2543377775085148
5387,4265,-118.32,34.1,1.0,0.0,0.0,0.0,0.0,450000.0,-0.049574170650175414,-0.3998278461906149,0.42770158812094017,0.02416227576058455,0.3082261902210929,-1.1269315377759552
5388,2701,-115.57,32.85,0.0,1.0,0.0,0.0,0.0,62300.0,0.3473268697763647,-0.577795992477916,-0.6202819427284648,-0.5267320266322185,-0.6512203508578045,-0.3298625523976512
5389,16768,-122.49,37.69,0.0,0.0,0.0,0.0,1.0,272800.0,0.5060872859469807,-0.030792375335983016,-0.21234204481393132,-0.13989715598648844,-0.17668327783770116,0.4621884373801929
5390,5866,-118.35,34.19,1.0,0.0,0.0,0.0,0.0,209100.0,1.2998893668000608,-0.7864794533528731,-0.8054960343103507,-0.758142172464932,-0.7705028938027484,0.08832135464277513
5391,1752,-122.34,37.96,0.0,0.0,0.0,1.0,0.0,133300.0,-1.0815168757591795,1.735789909256998,2.774528242215469,1.7036127744345686,2.7457390243134263,-0.8794651231638043
5392,8886,-118.51,34.03,1.0,0.0,0.0,0.0,0.0,500001.0,0.6648477021175967,0.6449445455924494,0.8708087186143127,0.02847962922761279,1.0939351144019196,-0.0036928383677619666
5393,15439,-117.23,33.2,1.0,0.0,0.0,0.0,0.0,212500.0,-0.6052356272473315,-0.16268754974180005,-0.4069340650835076,-0.3764881259796358,-0.3763518823324987,0.5434271451013217
5394,18828,-122.64,41.95,0.0,1.0,0.0,0.0,0.0,53500.0,-0.8433762515032556,-0.351044699492573,-0.25688720608046084,-0.5465918525805483,-0.4852620302387519,-1.0774910758598455
5395,16531,-121.2,37.81,0.0,1.0,0.0,0.0,0.0,212500.0,-0.20833458682079145,-1.0159409211547739,-1.077455966253373,-1.0724455048645876,-1.1127919300795444,1.8528070707834146
5396,15764,-122.43,37.77,0.0,0.0,0.0,1.0,0.0,337500.0,1.855550823397217,-0.10306370377752659,0.20263129961637,-0.21329216492596847,0.23302632619058472,-0.7793164951798902
5397,1411,-122.08,37.93,0.0,0.0,0.0,1.0,0.0,233200.0,0.5060872859469807,0.6318453673124197,0.3644005694790298,0.34278296162726846,0.41713633812734613,0.6401952286807158
5398,6866,-118.12,34.06,1.0,0.0,0.0,0.0,0.0,233300.0,-0.28771479490609947,-0.6807826355071156,-0.5640143706023223,-0.5483187939673597,-0.5708342893079509,-0.758240913657959
